Simulation_number,Number_of_classes,Gsquared,AIC,BIC,NFI,NNFI,RMSEA
47,2,144.5295643,170.5295643,225.3194695794885,0.27155177584491597,0.23792068122050788,0.0615529048232849
47,3,89.33251938,129.33251938,213.6246813484438,0.5497522225516,0.5656698433273751,0.046468478998954774
47,4,62.83866709,116.83866709,230.63308574739918,0.683284761344963,0.6994885896815791,0.03865262100785805
47,5,38.36347655,106.36347655,249.6601518963545,0.8066429764691215,0.8698507549121994,0.02543719924951635
47,6,30.32130363,112.32130363,285.12023566530985,0.8471765974642145,0.8475346299265534,0.027531766097923314
48,1,167.8664239,179.8664239,205.15407249053317,0,0,0.0624327290185919
48,2,115.6032323,141.6032323,196.3931375794885,0.3113379697129534,0.3254252983801708,0.05127755910860298
48,3,58.83140778,98.83140778,183.12356974844383,0.6495343951864575,0.8107107735857183,0.027162845732425455
48,4,32.55470925,86.55470925,200.34912790739918,0.8060677740451943,1.04920374894044,NA
48,5,24.16341087,92.16341087,235.4600862163545,0.8560557238986968,1.0857464233991834,NA
48,6,17.61015611,99.61015610999999,272.40908814530985,0.895094232063402,1.1025890981432904,NA
49,1,177.4963261,189.4963261,214.78397469053317,0,0,0.06508774150987558
49,2,118.832,144.832,199.6219052794885,0.33051008654088426,0.34878943997944845,0.052524257207412085
